Id	MSSubClass	MSZoning	LotFrontage	LotArea	Street	Alley	LotShape	LandContour	Utilities	LotConfig	LandSlope	Neighborhood	Condition1	Condition2	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtCond	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtFinType2	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	Heating	HeatingQC	CentralAir	Electrical	1stFlrSF	2ndFlrSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	KitchenQual	TotRmsAbvGrd	Functional	Fireplaces	FireplaceQu	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	GarageQual	GarageCond	PavedDrive	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	PoolQC	Fence	MiscFeature	MiscVal	MoSold	YrSold	SaleType	SaleCondition	SalePrice	logMS	loglot	logBsmt	logfin	loghalf	logtot	loggar	logdeck	logporch	logpool	logMisc	transMS	translot	transBsmt	transfin	lowqualSF	transhalf	transtot	transdeck	transporch	transpool	transMisc	transgar	gragecars	BrkTil	CBlock	PConc	Slab	Stone	Wood	_INTO_
1319	20	RL	NA	14781	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2001	2002	Hip	CompShg	VinylSd	VinylSd	BrkFace	178	Gd	TA	PConc	Gd	TA	Gd	Unf	0	Unf	0	1753	1753	GasA	Ex	Y	SBrkr	1787	0	0	1787	0	0	2	0	3	1	Gd	7	Typ	1	TA	Attchd	2001	RFn	3	748	TA	TA	Y	198	150	0	0	0	0	NA	NA	NA	0	8	2006	WD	Normal	275000	2.995732274	9.601097851				1.945910149	1.098612289	5.288267031	5.010635294			4.472135955	9.601165503	0			0	2.645751311	14.07124728	12.24744871	0	0	1.732050808		0.055788886	0.064689548	0.69464165	0.058598735	0.097278012	0.029003169	PConc
1320	20	RL	75	10215	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	4	5	1954	1954	Hip	CompShg	Wd Sdng	Wd Sdng	BrkFace	132	TA	TA	PConc	TA	TA	No	ALQ	492	Unf	0	372	864	GasA	Ex	Y	SBrkr	948	0	0	948	0	0	1	0	3	1	TA	5	Typ	0	NA	Attchd	1954	Unf	1	248	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	2	2007	WD	Normal	111000	2.995732274	9.231612507	6.198478717			1.609437912	0					4.472135955	9.231710398	22.18107301			0	2.236067978	0	0	0	0	1		0.263273249	0.39358579	0.061380542	0.160651663	0.012898956	0.108209801	CBlock
1321	20	RL	70	8400	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	6	3	1957	1957	Hip	CompShg	BrkFace	BrkFace	None	0	TA	TA	CBlock	TA	TA	No	ALQ	189	Rec	661	628	1478	GasA	Gd	Y	SBrkr	1478	0	0	1478	1	0	1	1	3	1	TA	6	Typ	2	Gd	Attchd	1957	RFn	2	442	TA	TA	Y	114	0	0	0	216	0	NA	NA	NA	0	6	2009	WD	Normal	156500	2.995732274	9.035986985	5.241747015			1.791759469	0.693147181	4.736198448				4.472135955	9.036106025	13.74772709			0	2.449489743	10.67707825	0	0	0	1.414213562		0.177738283	0.213626178	0.217412028	0.216717435	0.038176416	0.136329659	PConc
1322	20	RL	NA	6627	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	BrkSide	Feedr	Norm	1Fam	1Story	3	6	1949	1950	Hip	CompShg	VinylSd	VinylSd	None	0	TA	TA	CBlock	NA	NA	NA	NA	0	NA	0	0	0	Floo	TA	N	SBrkr	720	0	0	720	0	0	1	0	2	1	TA	4	Typ	0	NA	Detchd	1955	Unf	1	287	TA	Fa	Y	0	0	0	0	0	0	NA	NA	NA	0	7	2008	WD	Normal	72500	2.995732274	8.798907492				1.386294361	0					4.472135955	8.799058379	0			0	2	0	0	0	0	1		0.299218414	0.295567833	0.053262334	0.312413329	0.012158718	0.027379371	Slab
1323	60	RL	10	10186	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	7	5	1992	1992	Gable	CompShg	HdBoard	HdBoard	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	674	Unf	0	76	750	GasA	Ex	Y	SBrkr	1061	862	0	1923	1	0	2	1	3	1	Gd	8	Typ	1	TA	Attchd	1992	RFn	2	564	TA	TA	Y	240	39	0	0	0	0	NA	NA	NA	0	6	2010	WD	Normal	190000	4.094344562	9.228769507	6.513230111			2.079441542	0.693147181	5.480638923	3.663561646			7.745966692	9.228867677	25.96150997			0	2.828427125	15.49193339	6.244997998	0	0	1.414213562		0.093858059	0.153479587	0.289561524	0.045370971	0.087277424	0.330452436	Wood
1324	30	RL	50	5330	Pave	NA	Reg	HLS	AllPub	Inside	Gtl	BrkSide	Norm	Norm	1Fam	1Story	4	7	1940	1950	Hip	CompShg	VinylSd	VinylSd	None	0	Fa	TA	CBlock	TA	TA	No	LwQ	280	Unf	0	140	420	GasA	Gd	Y	SBrkr	708	0	0	708	0	0	1	0	2	1	Fa	5	Typ	0	NA	NA		NA	0	0	NA	NA	Y	164	0	0	0	0	0	NA	NA	NA	0	12	2009	WD	Normal	82500	3.401197382	8.581106517	5.634789603			1.609437912		5.099866428				5.477225575	8.581294117	16.73320053			0	2.236067978	12.80624848	0	0	0	0		0.416292689	0.382884412	0.024278455	0.11307066	0.022247364	0.04122642	BrkTil
1325	20	RL	75	9986	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2006	2007	Gable	CompShg	VinylSd	VinylSd	BrkFace	428	Gd	TA	PConc	Ex	TA	Av	Unf	0	Unf	0	1795	1795	GasA	Ex	Y	SBrkr	1795	0	0	1795	0	0	2	0	2	1	Gd	7	Typ	1	Gd	Attchd	2007	RFn	3	895	TA	TA	Y	0	49	0	0	0	0	NA	NA	NA	0	2	2007	New	Partial	147000	2.995732274	9.208939391				1.945910149	1.098612289		3.891820298			4.472135955	9.209039526	0			0	2.645751311	0	7	0	0	1.732050808		0.093279211	0.084017425	0.430200763	0.239118665	0.077415764	0.075968173	PConc
1326	30	RM	40	3636	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	IDOTRR	Norm	Norm	1Fam	1Story	4	4	1922	1950	Gable	CompShg	AsbShng	AsbShng	None	0	TA	TA	BrkTil	TA	Fa	No	Unf	0	Unf	0	796	796	GasA	Fa	N	SBrkr	796	0	0	796	0	0	1	0	2	1	TA	5	Typ	0	NA	NA		NA	0	0	NA	NA	N	0	0	100	0	0	0	NA	MnPrv	NA	0	1	2008	WD	Normal	55000	3.401197382	8.198639455				1.609437912						5.477225575	8.198914445	0			0	2.236067978	0	0	0	0	0		0.476354111	0.243498201	0.013377006	0.223377714	0.028398026	0.014994943	BrkTil
1327	30	RH	70	4270	Pave	NA	Reg	Bnk	AllPub	Inside	Mod	Edwards	Norm	Norm	1Fam	1Story	3	6	1931	2006	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	BrkTil	TA	TA	No	Rec	544	Unf	0	0	544	GasA	Ex	Y	SBrkr	774	0	0	774	0	0	1	0	3	1	Gd	6	Typ	0	NA	NA		NA	0	0	NA	NA	Y	0	0	286	0	0	0	NA	NA	NA	0	5	2007	WD	Normal	79000	3.401197382	8.359369106	6.298949247			1.791759469						5.477225575	8.359603271	23.32380758			0	2.449489743	0	0	0	0	0		0.422324484	0.352319711	0.017958468	0.107720461	0.028742425	0.070934451	BrkTil
1328	20	RL	60	6600	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Mitchel	Norm	Norm	1Fam	1Story	5	9	1982	2008	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	Gd	CBlock	TA	TA	No	ALQ	641	Unf	0	175	816	GasA	Ex	Y	SBrkr	816	0	0	816	0	1	1	0	3	1	Gd	5	Typ	1	Ex	Attchd	1982	Unf	1	264	TA	TA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	10	2008	WD	Normal	130500	2.995732274	8.794824928	6.463029457		0	1.609437912	0					4.472135955	8.794976432	25.3179778			1	2.236067978	0	0	0	0	1		0.176081492	0.682539342	0.041370124	0.053395671	0.00485575	0.041757621	CBlock
1329	50	RM	60	10440	Pave	Gr	Reg	Lvl	AllPub	Corner	Gtl	OldTown	Norm	Norm	1Fam	1.5Fin	6	7	1920	1950	Gable	CompShg	BrkFace	Wd Sdng	None	0	Gd	Gd	BrkTil	Gd	TA	No	LwQ	493	Unf	0	1017	1510	GasW	Ex	Y	SBrkr	1584	1208	0	2792	0	0	2	0	5	1	TA	8	Mod	2	TA	Detchd	1920	Unf	2	520	Fa	TA	Y	0	547	0	0	480	0	NA	MnPrv	Shed	1150	6	2008	WD	Normal	256000	3.912023005	9.253399861	6.200509174			2.079441542	0.693147181		6.304448802		7.047517221	7.071067812	9.253495642	22.20360331			0	2.828427125	0	23.38803113	0	33.91164992	1.414213562		0.007427661	0.008357414	0.140665426	0.000811628	0.842325229	0.000412642	Stone
1330	60	RL	63	9084	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	1998	1998	Hip	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	935	935	GasA	Gd	Y	SBrkr	955	677	0	1632	0	0	2	1	3	1	TA	8	Typ	1	TA	Attchd	1998	Fin	2	462	TA	TA	Y	0	28	0	0	0	0	NA	NA	NA	0	6	2006	WD	Normal	176500	4.094344562	9.114269903				2.079441542	0.693147181		3.33220451			7.745966692	9.114379981	0			0	2.828427125	0	5.291502622	0	0	1.414213562		0.189183444	0.092398831	0.136972961	0.284312198	0.235487026	0.061645541	Slab
1331	20	RL	85	10000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2006	2006	Hip	CompShg	VinylSd	VinylSd	Stone	410	Gd	TA	PConc	Gd	Gd	Av	Unf	0	Unf	0	1588	1588	GasA	Ex	Y	SBrkr	1588	0	0	1588	0	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2006	RFn	3	825	TA	TA	Y	144	45	0	0	0	0	NA	NA	NA	0	12	2007	WD	Normal	227000	2.995732274	9.210340372				1.945910149	1.098612289	4.9698133	3.80666249			4.472135955	9.210440367	0			0	2.645751311	12	6.708203933	0	0	1.732050808		0.077153139	0.082262088	0.524675282	0.156736804	0.071957653	0.087215035	PConc
1332	80	RL	55	10780	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	SLvl	5	5	1976	1976	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	TA	TA	Av	ALQ	483	Unf	0	428	911	GasA	Gd	Y	SBrkr	954	0	0	954	0	0	1	0	3	1	TA	6	Typ	0	NA	Detchd	1976	Unf	2	576	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	7	2006	WD	Normal	132500	4.382026635	9.285447845	6.180016654			1.791759469	0.693147181					8.94427191	9.285540605	21.97726098			0	2.449489743	0	0	0	0	1.414213562		0.140730448	0.209141313	0.204951602	0.19790087	0.040101527	0.20717424	CBlock
1333	20	RL	67	8877	Pave	NA	Reg	Lvl	AllPub	Inside	Mod	Edwards	Norm	Norm	1Fam	1Story	4	6	1938	1958	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	TA	TA	Mn	ALQ	690	Unf	0	126	816	GasA	Ex	Y	SBrkr	816	0	0	816	1	0	1	0	2	1	TA	3	Typ	1	Gd	Detchd	1958	Unf	1	288	Fa	Fa	Y	0	0	0	0	0	0	NA	NA	NA	0	5	2009	WD	Normal	100000	2.995732274	9.091218941	6.536691598			1.098612289	0					4.472135955	9.091331585	26.26785107			0	1.732050808	0	0	0	0	1		0.159932656	0.571735969	0.069933607	0.097554455	0.001604608	0.099238706	CBlock
1334	50	RM	60	7200	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	IDOTRR	Norm	Norm	1Fam	1.5Fin	5	6	1938	1995	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	TA	TA	No	Unf	0	Unf	0	803	803	GasA	Ex	Y	SBrkr	803	557	0	1360	0	0	1	1	2	1	Gd	6	Typ	0	NA	Detchd	1951	Unf	1	297	TA	TA	Y	0	65	190	0	0	0	NA	MnPrv	NA	0	7	2006	WD	Normal	125500	3.912023005	8.881836305				1.791759469	0		4.17438727			7.071067812	8.881975184	0			0	2.449489743	0	8.062257748	0	0	1		0.359279993	0.196951661	0.07177495	0.237594066	0.11106182	0.02333751	BrkTil
1335	160	RM	24	2368	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	BrDale	Norm	Norm	TwnhsE	2Story	5	6	1970	1970	Gable	CompShg	HdBoard	HdBoard	None	312	TA	TA	CBlock	TA	TA	No	LwQ	765	Unf	0	0	765	GasA	TA	Y	SBrkr	765	600	0	1365	0	0	1	1	3	1	TA	7	Min1	0	NA	Attchd	1970	Unf	2	440	TA	TA	Y	0	36	0	0	0	0	NA	NA	NA	0	5	2009	WD	Normal	125000	5.075173815	7.769800996	6.639875834			1.945910149	0.693147181		3.583518939			12.64911064	7.770223204	27.65863337			0	2.645751311	0	6	0	0	1.414213562		0.087404976	0.126724056	0.304367195	0.083760815	0.126251204	0.271491754	PConc
1336	20	RL	80	9650	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NWAmes	Norm	Norm	1Fam	1Story	6	5	1977	1977	Gable	CompShg	Plywood	Plywood	BrkFace	360	TA	TA	CBlock	Gd	TA	No	ALQ	686	Unf	0	664	1350	GasA	TA	Y	SBrkr	1334	0	0	1334	0	1	2	0	2	1	TA	6	Typ	1	TA	Attchd	1977	RFn	2	630	TA	TA	Y	0	16	0	0	0	0	NA	NA	NA	0	4	2009	WD	Normal	167900	2.995732274	9.174713194	6.530877628		0	1.791759469	0.693147181		2.772588722			4.472135955	9.174816816	26.19160171			1	2.449489743	0	4	0	0	1.414213562		0.121663723	0.553577249	0.153380369	0.061678766	0.009860248	0.099839644	CBlock
1337	90	RL	87	9246	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NWAmes	Feedr	Norm	Duplex	1Story	5	5	1973	1973	Gable	CompShg	Plywood	Plywood	BrkFace	564	TA	TA	CBlock	TA	TA	No	Unf	0	Unf	0	1656	1656	GasA	TA	Y	SBrkr	1656	0	0	1656	0	0	2	0	4	2	TA	8	Typ	0	NA	Detchd	1973	Unf	2	506	TA	TA	Y	0	211	0	0	0	0	NA	NA	NA	0	11	2008	WD	Normal	135000	4.49980967	9.131946305				2.079441542	0.693147181		5.351858134			9.486832981	9.132054454	0			0	2.828427125	0	14.52583905	0	0	1.414213562		0.101708568	0.046537145	0.221655443	0.058151029	0.564179575	0.00776824	Stone
1338	30	RM	15	4118	Pave	Gr	IR1	Bnk	AllPub	Corner	Mod	OldTown	Feedr	Norm	1Fam	1Story	4	4	1941	1950	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	TA	TA	No	Unf	0	Unf	0	693	693	Grav	Fa	N	FuseA	693	0	0	693	0	0	1	0	2	1	Fa	4	Typ	0	NA	NA		NA	0	0	NA	NA	N	0	20	0	0	0	0	NA	NA	NA	0	3	2006	WD	Normal	52500	3.401197382	8.323122888				1.386294361			2.995732274			5.477225575	8.323365694	0			0	2	0	4.472135955	0	0	0		0.446732069	0.304289294	0.016512986	0.206282921	0.015243708	0.010939023	BrkTil
1339	60	RL	95	13450	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2002	2002	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	700	Unf	0	216	916	GasA	Ex	Y	SBrkr	920	941	0	1861	1	0	2	1	3	1	Gd	8	Typ	0	NA	BuiltIn	2002	RFn	2	492	TA	TA	Y	146	91	0	0	0	0	NA	NA	NA	0	6	2006	WD	Normal	200000	4.094344562	9.506734385	6.551080335			2.079441542	0.693147181	4.983606622	4.510859507			7.745966692	9.506808732	26.45751311			0	2.828427125	12.08304597	9.539392014	0	0	1.414213562		0.110796249	0.171190454	0.329125684	0.047127354	0.119923308	0.221836952	PConc
1340	20	RL	12	9560	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	7	1972	1972	Hip	CompShg	MetalSd	MetalSd	None	0	TA	Gd	CBlock	TA	TA	Mn	Rec	360	Unf	0	504	864	GasA	Ex	Y	SBrkr	864	0	0	864	0	0	1	0	3	1	TA	5	Typ	0	NA	Attchd	1972	RFn	1	288	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	6	2006	WD	Normal	128500	2.995732274	9.165343006	5.886104032			1.609437912	0					4.472135955	9.165447603	18.97366596			0	2.236067978	0	0	0	0	1		0.288042377	0.357665359	0.059102472	0.198458904	0.015994609	0.08073628	CBlock
1341	20	RL	70	8294	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	4	5	1971	1971	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	TA	TA	No	Unf	0	Unf	0	858	858	GasA	TA	Y	SBrkr	872	0	0	872	0	0	1	0	3	1	TA	5	Typ	0	NA	Detchd	1974	Unf	4	480	TA	TA	Y	0	0	0	0	0	0	NA	GdWo	NA	0	6	2007	WD	Normal	123000	2.995732274	9.023287641				1.609437912	1.386294361					4.472135955	9.023408203	0			0	2.236067978	0	0	0	0	2		0.022380184	0.04613161	0.667213866	0.179824586	0.006927718	0.077522037	PConc
1342	20	RL	66	13695	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	RRAe	Norm	1Fam	1Story	6	5	2003	2004	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	GLQ	814	Unf	0	300	1114	GasA	Ex	Y	SBrkr	1114	0	0	1114	1	0	1	0	3	1	Gd	6	Typ	0	NA	Detchd	2004	Unf	2	576	TA	TA	Y	0	78	0	0	0	0	NA	NA	NA	0	7	2008	WD	Normal	155000	2.995732274	9.524786082	6.701960366			1.791759469	0.693147181		4.356708827			4.472135955	9.524859098	28.53068524			0	2.449489743	0	8.831760866	0	0	1.414213562		0.117055937	0.29808439	0.273689108	0.06381539	0.019484677	0.227870499	CBlock
1343	60	RL	NA	9375	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	8	5	2002	2002	Gable	CompShg	VinylSd	VinylSd	BrkFace	149	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1284	1284	GasA	Ex	Y	SBrkr	1284	885	0	2169	0	0	2	1	3	1	Gd	7	Typ	1	Gd	Attchd	2002	RFn	2	647	TA	TA	Y	192	87	0	0	0	0	NA	NA	NA	0	8	2007	WD	Normal	228500	4.094344562	9.145801851				1.945910149	0.693147181	5.257495372	4.465908119			7.745966692	9.145908512	0			0	2.645751311	13.85640646	9.327379053	0	0	1.414213562		0.163829021	0.124064868	0.321295223	0.133998207	0.210810346	0.046002336	PConc
1344	50	RL	57	7558	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	Crawfor	Norm	Norm	1Fam	1.5Fin	6	6	1928	1950	Gable	CompShg	BrkFace	Stone	None	0	TA	TA	BrkTil	TA	TA	No	Unf	0	Unf	0	896	896	GasA	Gd	Y	SBrkr	1172	741	0	1913	0	0	1	1	3	1	TA	9	Typ	1	TA	Detchd	1929	Unf	2	342	Fa	Fa	Y	0	0	0	0	0	0	NA	NA	NA	0	3	2009	WD	Normal	177000	3.912023005	8.930361884				2.197224577	0.693147181					7.071067812	8.930494185	0			0	3	0	0	0	0	1.414213562		0.18133646	0.072282994	0.098884868	0.284829276	0.283337974	0.079328429	Slab
1345	60	RL	85	11103	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	728	728	GasA	Ex	Y	SBrkr	728	728	0	1456	0	0	2	1	3	1	Gd	8	Typ	1	TA	Attchd	2006	Fin	2	440	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	7	2007	New	Partial	155835	4.094344562	9.314970621				2.079441542	0.693147181					7.745966692	9.315060683	0			0	2.828427125	0	0	0	0	1.414213562		0.188527251	0.093959786	0.111770442	0.340692444	0.189539743	0.075510335	Slab
1346	30	RM	50	6000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	1Story	4	4	1920	1950	Hip	CompShg	MetalSd	MetalSd	None	0	TA	TA	PConc	TA	TA	No	ALQ	250	Unf	0	710	960	GasA	Gd	Y	FuseA	960	0	0	960	0	0	1	0	2	1	Fa	5	Typ	0	NA	Detchd	1997	Unf	1	308	TA	TA	Y	0	0	168	0	0	0	NA	NA	NA	0	7	2007	WD	Normal	108500	3.401197382	8.699514748	5.521460918			1.609437912	0					5.477225575	8.699681401	15.8113883			0	2.236067978	0	0	0	0	1		0.304828521	0.312740289	0.0629162	0.232919464	0.022290419	0.064305107	CBlock
1347	20	RL	NA	20781	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	NWAmes	PosN	Norm	1Fam	1Story	7	7	1968	2003	Hip	CompShg	BrkFace	HdBoard	None	0	TA	TA	CBlock	TA	TA	No	BLQ	297	Rec	68	1203	1568	GasA	TA	Y	SBrkr	2156	0	0	2156	0	0	2	0	3	1	TA	9	Typ	1	Gd	Attchd	1968	RFn	2	508	Gd	TA	Y	0	80	0	290	0	0	NA	NA	NA	0	6	2006	WD	Normal	262500	2.995732274	9.941794387	5.693732139			2.197224577	0.693147181		4.382026635			4.472135955	9.941842506	17.23368794			0	3	0	8.94427191	0	0	1.414213562		0.209058567	0.142259758	0.156466608	0.159972548	0.232257863	0.099984657	Stone
1348	20	RL	93	15306	Pave	NA	IR1	HLS	AllPub	Corner	Gtl	Timber	Norm	Norm	1Fam	1Story	8	5	2006	2007	Gable	CompShg	VinylSd	VinylSd	Stone	100	Gd	TA	PConc	Ex	TA	Gd	GLQ	80	Unf	0	1652	1732	GasA	Ex	Y	SBrkr	1776	0	0	1776	1	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2006	Fin	3	712	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	5	2007	New	Partial	283463	2.995732274	9.636000187	4.382026635			1.945910149	1.098612289					4.472135955	9.636065519	8.94427191			0	2.645751311	0	0	0	0	1.732050808		0.092943394	0.098120715	0.315676654	0.31007389	0.047953431	0.135231917	PConc
1349	20	RL	NA	16196	Pave	NA	IR3	Low	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	1Story	7	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Gd	GLQ	1443	Unf	0	39	1482	GasA	Ex	Y	SBrkr	1494	0	0	1494	1	0	2	0	3	1	Gd	5	Typ	1	Fa	Attchd	1998	RFn	2	514	TA	TA	Y	402	25	0	0	0	0	NA	NA	NA	0	8	2007	WD	Normal	215000	2.995732274	9.692519577	7.274479559			1.609437912	0.693147181	5.996452089	3.218875825			4.472135955	9.692581319	37.98683983			0	2.236067978	20.04993766	5	0	0	1.414213562		0.015280306	0.195800582	0.184993794	0.003375504	0.000819951	0.599729864	Wood
1350	70	RM	50	5250	Pave	Pa	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	2Story	8	5	1872	1987	Gable	CompShg	MetalSd	MetalSd	None	0	TA	Gd	BrkTil	TA	Fa	No	LwQ	259	Unf	0	425	684	OthW	Fa	N	SBrkr	938	1215	205	2358	0	0	2	0	4	1	TA	8	Typ	0	NA	NA		NA	0	0	NA	NA	Y	0	54	20	0	0	0	NA	NA	NA	0	12	2008	WD	Normal	122000	4.248495242	8.565983356	5.556828062	5.323009979		2.079441542			3.988984047			8.366600265	8.566173814	16.09347694			0	2.828427125	0	7.348469228	0	0	0		0.809026375	0.094159128	0.009197852	0.038800128	0.037591124	0.011225393	BrkTil
1351	90	RL	91	11643	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Artery	Norm	Duplex	2Story	5	5	1969	1969	Gable	CompShg	MetalSd	MetalSd	BrkFace	368	TA	TA	CBlock	TA	TA	No	LwQ	500	Unf	0	748	1248	GasA	TA	Y	SBrkr	1338	1296	0	2634	1	1	2	2	6	2	TA	12	Typ	0	NA	Detchd	1969	Unf	4	968	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	8	2009	WD	Normal	200000	4.49980967	9.36246042	6.214608098		0	2.48490665	1.386294361					9.486832981	9.362546305	22.36067978			1	3.464101615	0	0	0	0	2		0.02395077	0.045082102	0.463945177	0.055960074	0.203620387	0.207441489	PConc
1352	60	RL	70	9247	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	2Story	6	6	1962	1962	Gable	CompShg	HdBoard	HdBoard	BrkFace	318	TA	TA	CBlock	TA	TA	No	Rec	319	Unf	0	539	858	GasA	Ex	Y	SBrkr	858	858	0	1716	0	0	1	1	4	1	TA	8	Typ	1	Gd	Attchd	1962	Fin	2	490	TA	TA	Y	0	84	0	0	120	0	NA	NA	NA	0	3	2008	WD	Normal	171000	4.094344562	9.132054454	5.765191103			2.079441542	0.693147181		4.430816799			7.745966692	9.132162591	17.8605711			0	2.828427125	0	9.16515139	0	0	1.414213562		0.172397658	0.129260751	0.237940657	0.137281978	0.231580929	0.091538027	PConc
1353	50	RM	50	6000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	BrkSide	Norm	Norm	1Fam	1.5Fin	6	9	1937	2000	Gable	CompShg	MetalSd	MetalSd	None	0	Gd	TA	BrkTil	TA	TA	No	Unf	0	Unf	0	698	698	GasA	TA	Y	SBrkr	786	390	0	1176	0	0	1	0	2	1	TA	4	Typ	0	NA	Detchd	1999	Unf	2	624	TA	TA	N	210	0	0	0	0	0	NA	NA	NA	0	7	2009	WD	Normal	134900	3.912023005	8.699514748				1.386294361	0.693147181	5.347107531				7.071067812	8.699681401	0			0	2	14.49137675	0	0	0	1.414213562		0.141334585	0.239244565	0.310138815	0.226181724	0.016031161	0.067069149	PConc
1354	50	RL	56	14720	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	NoRidge	Norm	Norm	1Fam	1.5Fin	8	5	1995	1996	Hip	CompShg	VinylSd	VinylSd	BrkFace	579	Gd	TA	PConc	Gd	TA	Av	GLQ	816	Unf	0	1217	2033	GasA	Ex	Y	SBrkr	2053	1185	0	3238	1	0	2	1	4	1	Gd	9	Typ	1	Ex	Attchd	1996	Fin	3	666	TA	TA	Y	283	86	0	0	0	0	NA	NA	NA	0	3	2010	WD	Normal	410000	3.912023005	9.596962392	6.704414355			2.197224577	1.098612289	5.645446898	4.454347296			7.071067812	9.597030325	28.56571371			0	3	16.82260384	9.273618496	0	0	1.732050808		0.023073811	0.057032789	0.542879056	0.013104648	0.056612368	0.307297327	PConc
